"Data e HoraObservação","QNH (hPa)","QFE (hPa)","QFF (hPa)","Tendência da Pressão(conforme ICA 105-16)","Alt850hpa"
"22/02/2024 - 14:00:00","1007,5","998,2","-","-","-"
"22/02/2024 - 15:00:00","1007,1","997,8","1006,7","8","-"
"22/02/2024 - 16:00:00","1006,7","997,4","-","-","-"
"22/02/2024 - 17:00:00","1006,0","996,7","-","-","-"
"22/02/2024 - 18:00:00","1005,2","995,9","1004,8","7","-"
"22/02/2024 - 19:00:00","1004,6","995,3","-","-","-"
"22/02/2024 - 20:00:00","1004,4","995,1","-","-","-"
"22/02/2024 - 21:00:00","1004,4","995,1","1004,0","6","-"
"22/02/2024 - 22:00:00","1004,4","995,1","-","-","-"
"23/02/2024 - 09:00:00","1008,0","998,7","1007,6","2","-"
"23/02/2024 - 10:00:00","1008,8","999,5","-","-","-"
"23/02/2024 - 11:00:00","1009,4","1000,1","-","-","-"
"23/02/2024 - 12:00:00","1010,6","1001,3","1010,2","2","-"
"23/02/2024 - 13:00:00","1010,9","1001,6","-","-","-"
"23/02/2024 - 14:00:00","1011,1","1001,8","-","-","-"
"23/02/2024 - 15:00:00","1010,7","1001,4","1010,3","0","-"
"23/02/2024 - 16:00:00","1010,6","1001,3","-","-","-"
"23/02/2024 - 17:00:00","1010,2","1000,9","-","-","-"
"23/02/2024 - 18:00:00","1009,5","1000,2","1009,0","7","-"
"23/02/2024 - 19:00:00","1008,8","999,5","-","-","-"
"23/02/2024 - 20:00:00","1009,3","1000,0","-","-","-"
"23/02/2024 - 21:00:00","1010,3","1001,0","1009,9","2","-"
"23/02/2024 - 22:00:00","1010,6","1001,3","-","-","-"
"24/02/2024 - 09:00:00","1014,8","1005,4","1014,3","3","-"
"24/02/2024 - 10:00:00","1015,7","1006,3","-","-","-"
"24/02/2024 - 11:00:00","1016,1","1006,7","-","-","-"
"24/02/2024 - 12:00:00","1016,4","1007,0","1016,0","2","-"
"24/02/2024 - 13:00:00","1016,8","1007,4","-","-","-"
"24/02/2024 - 14:00:00","1016,9","1007,5","-","-","-"
"24/02/2024 - 15:00:00","1016,6","1007,2","1016,1","8","-"
"24/02/2024 - 16:00:00","1016,2","1006,8","-","-","-"
"24/02/2024 - 17:00:00","1016,2","1006,8","-","-","-"
"24/02/2024 - 18:00:00","1015,8","1006,4","1015,4","8","-"
"24/02/2024 - 19:00:00","1015,0","1005,6","-","-","-"
"24/02/2024 - 20:00:00","1014,6","1005,2","-","-","-"
"24/02/2024 - 21:00:00","1014,8","1005,4","1014,4","5","-"
"24/02/2024 - 22:00:00","1015,4","1006,0","-","-","-"
"25/02/2024 - 09:00:00","1018,1","1008,7","1017,7","3","-"
"25/02/2024 - 10:00:00","1018,1","1008,7","-","-","-"
"25/02/2024 - 11:00:00","1018,1","1008,7","-","-","-"
"25/02/2024 - 12:00:00","1018,4","1009,0","1018,0","3","-"
"25/02/2024 - 13:00:00","1018,5","1009,1","-","-","-"
"25/02/2024 - 14:00:00","1018,5","1009,1","-","-","-"
"25/02/2024 - 15:00:00","1017,8","1008,4","1017,3","8","-"
"25/02/2024 - 16:00:00","1017,4","1008,0","-","-","-"
"25/02/2024 - 17:00:00","1016,6","1007,2","-","-","-"
"25/02/2024 - 18:00:00","1015,6","1006,2","1015,1","7","-"
"25/02/2024 - 19:00:00","1014,5","1005,1","-","-","-"
"25/02/2024 - 20:00:00","1013,7","1004,4","-","-","-"
"25/02/2024 - 21:00:00","1013,7","1004,4","1013,3","6","-"
"25/02/2024 - 22:00:00","1012,9","1003,6","-","-","-"
"26/02/2024 - 09:00:00","1014,1","1004,8","1013,7","5","-"
"26/02/2024 - 10:00:00","1014,7","1005,3","-","-","-"
"26/02/2024 - 11:00:00","1015,0","1005,6","-","-","-"
"26/02/2024 - 12:00:00","1015,0","1005,6","1014,5","1","-"
"26/02/2024 - 13:00:00","1014,5","1005,1","-","-","-"
"26/02/2024 - 14:00:00","1014,1","1004,8","-","-","-"
"26/02/2024 - 15:00:00","1013,7","1004,4","1013,3","7","-"
"26/02/2024 - 16:00:00","1013,3","1004,0","-","-","-"
"26/02/2024 - 17:00:00","1012,4","1003,1","-","-","-"
"26/02/2024 - 18:00:00","1010,6","1001,3","1010,2","7","-"
"26/02/2024 - 19:00:00","1009,4","1000,1","-","-","-"
"26/02/2024 - 19:08:00","1010,3","1001,0","-","-","-"
"26/02/2024 - 19:25:00","1009,7","1000,4","-","-","-"
"26/02/2024 - 20:00:00","1009,3","1000,0","-","-","-"
"26/02/2024 - 21:00:00","1008,8","999,5","1008,5","7","-"
"26/02/2024 - 22:00:00","1009,8","1000,5","-","-","-"
"27/02/2024 - 09:00:00","1009,3","1000,0","1009,0","5","-"
"27/02/2024 - 10:00:00","1009,7","1000,4","-","-","-"
"27/02/2024 - 11:00:00","1010,6","1001,3","-","-","-"
"27/02/2024 - 12:00:00","1011,0","1001,7","1010,7","2","-"
"27/02/2024 - 14:00:00","1011,4","1002,1","-","-","-"
"27/02/2024 - 15:00:00","1011,2","1001,9","1010,8","0","-"
"27/02/2024 - 16:00:00","1010,6","1001,3","-","-","-"
"27/02/2024 - 17:00:00","1010,1","1000,8","-","-","-"
"27/02/2024 - 18:00:00","1009,2","999,9","1008,8","7","-"
"27/02/2024 - 19:00:00","1009,2","999,9","-","-","-"
"27/02/2024 - 20:00:00","1009,2","999,9","-","-","-"
"27/02/2024 - 21:00:00","1009,6","1000,3","1009,3","3","-"
"27/02/2024 - 22:00:00","1008,9","999,6","-","-","-"
"28/02/2024 - 09:00:00","1009,9","1000,6","1009,6","3","-"
"28/02/2024 - 10:00:00","1010,6","1001,3","-","-","-"
"28/02/2024 - 11:00:00","1010,8","1001,5","-","-","-"
"28/02/2024 - 12:00:00","1011,5","1002,2","1011,2","3","-"
"28/02/2024 - 13:00:00","1011,6","1002,3","-","-","-"
"28/02/2024 - 14:00:00","1012,0","1002,7","-","-","-"
"28/02/2024 - 15:00:00","-","-","-","-","-"
"28/02/2024 - 18:00:00","1010,5","1001,2","1010,1","6","-"
"28/02/2024 - 20:00:00","1010,3","1001,0","-","-","-"
"28/02/2024 - 20:33:00","1010,7","1001,4","-","-","-"
"28/02/2024 - 21:00:00","1010,2","1000,9","1009,9","7","-"
"28/02/2024 - 22:00:00","1011,3","1002,0","-","-","-"
"29/02/2024 - 09:00:00","1012,4","1003,1","1012,1","3","-"
"29/02/2024 - 10:00:00","1012,6","1003,3","-","-","-"
"29/02/2024 - 11:00:00","-","-","-","-","-"
"29/02/2024 - 12:00:00","1013,0","1003,7","1012,7","3","-"
"29/02/2024 - 13:00:00","1013,2","1003,9","-","-","-"
"29/02/2024 - 14:00:00","1013,5","1004,2","-","-","-"
"29/02/2024 - 15:00:00","1013,7","1004,4","1013,4","2","-"
"29/02/2024 - 16:00:00","1013,5","1004,2","-","-","-"
"29/02/2024 - 17:00:00","1013,5","1004,2","-","-","-"
"29/02/2024 - 18:00:00","1012,9","1003,6","1012,6","8","-"
"29/02/2024 - 19:00:00","1012,3","1003,0","-","-","-"
"29/02/2024 - 20:00:00","1012,0","1002,7","-","-","-"
"29/02/2024 - 21:00:00","1012,3","1003,0","1012,0","5","-"
"29/02/2024 - 22:00:00","1012,4","1003,1","-","-","-"
"01/03/2024 - 09:00:00","1013,5","1004,2","1013,2","0","-"
"01/03/2024 - 10:00:00","1014,2","1004,9","-","-","-"
"01/03/2024 - 11:00:00","1014,7","1005,3","-","-","-"
"01/03/2024 - 12:00:00","1015,0","1005,6","1014,7","2","-"
"01/03/2024 - 13:00:00","1015,2","1005,8","-","-","-"
"01/03/2024 - 14:00:00","1015,3","1005,9","-","-","-"
"01/03/2024 - 15:00:00","1014,9","1005,5","1014,5","8","-"
"01/03/2024 - 16:00:00","1014,2","1004,9","-","-","-"
"01/03/2024 - 17:00:00","1013,6","1004,3","-","-","-"
"01/03/2024 - 18:00:00","1012,8","1003,5","1012,5","7","-"
"01/03/2024 - 19:00:00","1012,2","1002,9","-","-","-"
"01/03/2024 - 20:00:00","1011,6","1002,3","-","-","-"
"01/03/2024 - 21:00:00","1011,4","1002,1","1011,1","6","-"
"01/03/2024 - 22:00:00","1011,2","1001,9","-","-","-"
"02/03/2024 - 09:00:00","1011,1","1001,8","1010,7","5","-"
"02/03/2024 - 10:00:00","1011,2","1001,9","-","-","-"
"02/03/2024 - 11:00:00","1011,4","1002,1","-","-","-"
"02/03/2024 - 12:00:00","1011,7","1002,4","1011,3","2","-"
"02/03/2024 - 13:00:00","1012,2","1002,9","-","-","-"
"02/03/2024 - 14:00:00","1012,0","1002,7","-","-","-"
"02/03/2024 - 15:00:00","1011,2","1001,9","1010,8","8","-"
"02/03/2024 - 16:00:00","1010,3","1001,0","-","-","-"
"02/03/2024 - 17:00:00","1009,5","1000,2","-","-","-"
"02/03/2024 - 18:00:00","1009,2","999,9","1008,8","7","-"
"02/03/2024 - 19:00:00","1008,6","999,3","-","-","-"
"02/03/2024 - 20:00:00","1007,9","998,6","-","-","-"
"02/03/2024 - 21:00:00","1007,3","998,0","1006,9","7","-"
"03/03/2024 - 09:00:00","1008,8","999,5","1008,4","8","-"
"03/03/2024 - 10:00:00","1010,8","1001,5","-","-","-"
"03/03/2024 - 11:00:00","1012,8","1003,5","-","-","-"
"03/03/2024 - 12:00:00","1014,6","1005,2","1014,2","2","-"
"03/03/2024 - 12:29:00","1013,9","1004,6","-","-","-"
"03/03/2024 - 13:00:00","1013,8","1004,5","-","-","-"
"03/03/2024 - 13:37:00","1014,4","1005,0","-","-","-"
"03/03/2024 - 14:00:00","1014,4","1005,0","-","-","-"
"03/03/2024 - 15:00:00","1015,3","1005,9","1014,9","3","-"
"03/03/2024 - 16:00:00","1015,4","1006,0","-","-","-"
"03/03/2024 - 16:21:00","1015,2","1005,8","-","-","-"
"03/03/2024 - 17:00:00","1015,3","1005,9","-","-","-"
"03/03/2024 - 18:00:00","1015,6","1006,2","1015,3","3","-"
"03/03/2024 - 19:00:00","1014,5","1005,1","-","-","-"
"03/03/2024 - 20:00:00","1013,5","1004,2","-","-","-"
"03/03/2024 - 21:00:00","1011,7","1002,4","1011,4","7","-"
"03/03/2024 - 22:00:00","1011,4","1002,1","-","-","-"
"04/03/2024 - 09:00:00","1015,0","1005,6","1014,7","3","-"
"04/03/2024 - 10:00:00","1015,5","1006,1","-","-","-"
"04/03/2024 - 11:00:00","1016,1","1006,7","-","-","-"
"04/03/2024 - 12:00:00","1016,6","1007,2","1016,3","2","-"
"04/03/2024 - 13:00:00","1016,8","1007,4","-","-","-"
"04/03/2024 - 14:00:00","1016,5","1007,1","-","-","-"
"04/03/2024 - 15:00:00","1016,4","1007,0","1016,1","4","-"
"04/03/2024 - 16:00:00","1016,1","1006,7","-","-","-"
"04/03/2024 - 17:00:00","1015,6","1006,2","-","-","-"
"04/03/2024 - 19:00:00","1014,1","1004,8","-","-","-"
"04/03/2024 - 20:00:00","1013,7","1004,4","-","-","-"
"04/03/2024 - 21:00:00","1013,7","1004,4","1013,5","6","-"
"04/03/2024 - 22:00:00","1014,0","1004,7","-","-","-"
"05/03/2024 - 10:00:00","1017,7","1008,3","-","-","-"
"05/03/2024 - 11:00:00","1018,3","1008,9","-","-","-"
"05/03/2024 - 12:00:00","1018,8","1009,4","1018,6","2","-"
"05/03/2024 - 13:00:00","1018,8","1009,4","-","-","-"
"05/03/2024 - 14:00:00","1018,8","1009,4","-","-","-"
"05/03/2024 - 15:00:00","1018,5","1009,1","1018,3","8","-"
"05/03/2024 - 16:00:00","1018,4","1009,0","-","-","-"
"05/03/2024 - 17:00:00","1017,9","1008,5","-","-","-"
"05/03/2024 - 18:00:00","1017,1","1007,7","1016,8","8","-"
"05/03/2024 - 19:00:00","1016,4","1007,0","-","-","-"
"05/03/2024 - 20:00:00","1016,0","1006,6","-","-","-"
"05/03/2024 - 21:00:00","1015,5","1006,1","1015,3","7","-"
"05/03/2024 - 22:00:00","1015,3","1005,9","-","-","-"
"06/03/2024 - 09:00:00","1015,9","1006,5","1015,7","5","-"
"06/03/2024 - 11:00:00","1016,7","1007,3","-","-","-"
"06/03/2024 - 12:00:00","1017,0","1007,6","1016,8","2","-"
"06/03/2024 - 13:00:00","1017,1","1007,7","-","-","-"
"06/03/2024 - 14:00:00","1017,1","1007,7","-","-","-"
"06/03/2024 - 15:00:00","1016,7","1007,3","1016,4","8","-"
"06/03/2024 - 16:00:00","1016,1","1006,7","-","-","-"
"06/03/2024 - 17:00:00","1015,0","1005,6","-","-","-"
"06/03/2024 - 18:00:00","1014,4","1005,0","1014,1","7","-"
"06/03/2024 - 19:00:00","1013,6","1004,3","-","-","-"
"06/03/2024 - 20:00:00","1013,2","1003,9","-","-","-"
"06/03/2024 - 21:00:00","-","-","-","-","-"
"07/03/2024 - 09:00:00","1014,6","1005,2","1014,3","3","-"
"07/03/2024 - 10:00:00","1015,1","1005,7","-","-","-"
"07/03/2024 - 11:00:00","1015,3","1005,9","-","-","-"
"07/03/2024 - 12:00:00","1015,7","1006,3","1015,3","-","-"
"07/03/2024 - 13:00:00","1016,1","1006,7","-","-","-"
"07/03/2024 - 14:00:00","1016,1","1006,7","-","-","-"
"07/03/2024 - 16:00:00","1012,3","1003,0","-","-","-"
"07/03/2024 - 17:00:00","1013,3","1004,0","-","-","-"
"07/03/2024 - 18:00:00","1012,3","1003,0","1012,0","8","-"
"07/03/2024 - 19:00:00","1011,1","1001,8","-","-","-"
"07/03/2024 - 20:00:00","1011,0","1001,7","-","-","-"
"07/03/2024 - 21:00:00","-","-","-","-","-"
"08/03/2024 - 09:00:00","1010,9","1001,6","1010,5","1","-"
"08/03/2024 - 10:00:00","1011,0","1001,7","-","-","-"
"08/03/2024 - 10:23:00","1011,2","1001,9","-","-","-"
"08/03/2024 - 11:00:00","1011,3","1002,0","-","-","-"
"08/03/2024 - 11:40:00","1011,6","1002,3","-","-","-"
"08/03/2024 - 12:00:00","1011,5","1002,2","1011,2","2","-"
"08/03/2024 - 13:00:00","1011,6","1002,3","-","-","-"
"08/03/2024 - 14:00:00","1011,5","1002,2","-","-","-"
"08/03/2024 - 15:00:00","1011,2","1001,9","1010,8","0","-"
"08/03/2024 - 16:00:00","1010,5","1001,2","-","-","-"
"08/03/2024 - 17:00:00","1009,7","1000,4","-","-","-"
"08/03/2024 - 18:00:00","1008,9","999,6","1008,5","7","-"
"08/03/2024 - 19:00:00","1008,2","998,9","-","-","-"
"08/03/2024 - 20:00:00","1007,6","998,3","-","-","-"
"08/03/2024 - 21:00:00","1007,3","998,0","1006,9","7","-"
"09/03/2024 - 09:00:00","1008,8","999,5","1008,5","5","-"
"09/03/2024 - 09:02:00","1007,9","998,6","-","-","-"
"09/03/2024 - 09:32:00","1010,4","1001,1","-","-","-"
"09/03/2024 - 10:00:00","1009,6","1000,3","-","-","-"
"09/03/2024 - 11:00:00","1011,1","1001,8","-","-","-"
"09/03/2024 - 11:05:00","1011,2","1001,9","-","-","-"
"09/03/2024 - 12:00:00","1012,1","1002,8","1011,8","2","-"
"09/03/2024 - 13:00:00","1013,4","1004,1","-","-","-"
"09/03/2024 - 13:15:00","1012,6","1003,3","-","-","-"
"09/03/2024 - 13:40:00","1012,7","1003,4","-","-","-"
"09/03/2024 - 14:00:00","1013,4","1004,1","-","-","-"
"09/03/2024 - 14:24:00","1013,1","1003,8","-","-","-"
"09/03/2024 - 14:45:00","1013,1","1003,8","-","-","-"
"09/03/2024 - 15:00:00","1013,3","1004,0","1013,1","1","-"
"09/03/2024 - 16:00:00","1013,2","1003,9","-","-","-"
"09/03/2024 - 16:24:00","1013,8","1004,5","-","-","-"
"09/03/2024 - 17:00:00","1012,7","1003,4","-","-","-"
"09/03/2024 - 18:00:00","1010,2","1000,9","1009,9","8","-"
"09/03/2024 - 19:00:00","1008,8","999,5","-","-","-"
"09/03/2024 - 20:00:00","1009,2","999,9","-","-","-"
"09/03/2024 - 21:00:00","-","-","-","-","-"
"10/03/2024 - 09:00:00","-","-","-","-","-"
"10/03/2024 - 10:00:00","1014,5","1005,1","-","-","-"
"10/03/2024 - 11:00:00","1014,4","1005,0","-","-","-"
"10/03/2024 - 12:00:00","1014,8","1005,4","1014,5","1","-"
"10/03/2024 - 13:00:00","1015,0","1005,6","-","-","-"
"10/03/2024 - 14:00:00","1014,7","1005,3","-","-","-"
"10/03/2024 - 15:00:00","1015,0","1005,6","1014,7","3","-"
"10/03/2024 - 16:00:00","1014,9","1005,5","-","-","-"
"10/03/2024 - 17:00:00","1014,9","1005,5","-","-","-"
"10/03/2024 - 18:00:00","1014,5","1005,1","1014,1","8","-"
"10/03/2024 - 19:00:00","1013,6","1004,3","-","-","-"
"10/03/2024 - 20:00:00","1012,7","1003,4","-","-","-"
"10/03/2024 - 21:00:00","1011,6","1002,3","1011,3","7","-"
"11/03/2024 - 09:00:00","1013,6","1004,3","1013,3","2","-"
"11/03/2024 - 10:00:00","1013,9","1004,6","-","-","-"
"11/03/2024 - 11:00:00","1014,2","1004,9","-","-","-"
"11/03/2024 - 12:00:00","1014,7","1005,3","1014,3","3","-"
"11/03/2024 - 13:00:00","1014,6","1005,2","-","-","-"
"11/03/2024 - 15:00:00","1014,5","1005,1","1014,1","0","-"
"11/03/2024 - 16:00:00","1013,8","1004,5","-","-","-"
"11/03/2024 - 17:00:00","1013,2","1003,9","-","-","-"
"11/03/2024 - 18:00:00","1012,2","1002,9","1011,8","7","-"
"11/03/2024 - 19:00:00","1011,4","1002,1","-","-","-"
"11/03/2024 - 20:00:00","1010,6","1001,3","-","-","-"
"11/03/2024 - 21:00:00","1010,6","1001,3","1010,3","6","-"
"11/03/2024 - 22:00:00","-","-","-","-","-"
"12/03/2024 - 09:00:00","1012,4","1003,1","1012,1","5","-"
"12/03/2024 - 10:00:00","1012,6","1003,3","-","-","-"
"12/03/2024 - 11:00:00","1013,0","1003,7","-","-","-"
"12/03/2024 - 12:00:00","1013,3","1004,0","1013,0","2","-"
"12/03/2024 - 13:00:00","1013,0","1003,7","-","-","-"
"12/03/2024 - 14:00:00","1012,0","1002,7","-","-","-"
"12/03/2024 - 15:00:00","1011,4","1002,1","1011,0","7","-"
"12/03/2024 - 16:00:00","1010,4","1001,1","-","-","-"
"12/03/2024 - 17:00:00","1009,4","1000,1","-","-","-"
"12/03/2024 - 18:00:00","1008,9","999,6","1008,4","7","-"
"12/03/2024 - 19:00:00","1008,3","999,0","-","-","-"
"12/03/2024 - 20:00:00","1007,7","998,4","-","-","-"
"12/03/2024 - 21:00:00","1007,9","998,6","1007,5","6","-"
"12/03/2024 - 22:00:00","-","-","-","-","-"
"13/03/2024 - 09:00:00","1009,4","1000,1","1009,0","6","-"
"13/03/2024 - 10:00:00","1009,7","1000,4","-","-","-"
"13/03/2024 - 11:00:00","1010,8","1001,5","-","-","-"
"13/03/2024 - 12:00:00","1011,0","1001,7","1010,6","1","-"
"13/03/2024 - 13:00:00","1011,3","1002,0","-","-","-"
"13/03/2024 - 14:00:00","1011,2","1001,9","-","-","-"
"13/03/2024 - 15:00:00","1011,2","1001,9","1010,8","1","-"
"13/03/2024 - 16:00:00","1010,2","1000,9","-","-","-"
"13/03/2024 - 17:00:00","1009,2","999,9","-","-","-"
"13/03/2024 - 18:00:00","1008,5","999,2","1008,0","7","-"
"13/03/2024 - 19:00:00","1008,0","998,7","-","-","-"
"13/03/2024 - 20:00:00","1007,7","998,4","-","-","-"
"13/03/2024 - 21:00:00","1008,1","998,8","1007,7","5","-"
"13/03/2024 - 22:00:00","1008,0","998,7","-","-","-"
"14/03/2024 - 09:00:00","-","-","-","-","-"
"14/03/2024 - 10:00:00","-","-","-","-","-"
"14/03/2024 - 13:00:00","1009,0","999,7","-","-","-"
"14/03/2024 - 14:00:00","1009,3","1000,0","-","-","-"
"14/03/2024 - 15:00:00","1009,1","999,8","1008,6","0","-"
"14/03/2024 - 16:00:00","1008,7","999,4","-","-","-"
"14/03/2024 - 17:00:00","1007,7","998,4","-","-","-"
"14/03/2024 - 19:00:00","1006,1","996,8","-","-","-"
"14/03/2024 - 20:00:00","1005,7","996,4","-","-","-"
"14/03/2024 - 21:00:00","1005,7","996,4","1005,2","6","-"
"14/03/2024 - 22:00:00","1005,2","995,9","-","-","-"
"15/03/2024 - 09:00:00","1006,5","997,2","1006,0","8","-"
"15/03/2024 - 09:18:00","1007,4","998,1","-","-","-"
"15/03/2024 - 10:00:00","1007,4","998,1","-","-","-"
"15/03/2024 - 10:43:00","1010,2","1000,9","-","-","-"
"15/03/2024 - 12:00:00","1010,3","1001,0","1010,0","1","-"
"15/03/2024 - 12:15:00","1011,0","1001,7","-","-","-"
"15/03/2024 - 13:00:00","1010,7","1001,4","-","-","-"
"15/03/2024 - 13:40:00","1011,9","1002,6","-","-","-"
"15/03/2024 - 14:00:00","1011,9","1002,6","-","-","-"
"15/03/2024 - 14:37:00","1012,3","1003,0","-","-","-"
"15/03/2024 - 15:00:00","1011,9","1002,6","1011,7","1","-"
"15/03/2024 - 15:20:00","1011,7","1002,4","-","-","-"
"15/03/2024 - 16:00:00","1011,3","1002,0","-","-","-"
"15/03/2024 - 16:29:00","1009,7","1000,4","-","-","-"
"15/03/2024 - 17:00:00","1009,3","1000,0","-","-","-"
"15/03/2024 - 18:00:00","1008,2","998,9","1008,0","7","-"
"15/03/2024 - 19:00:00","1008,7","999,4","-","-","-"
"15/03/2024 - 19:23:00","1009,3","1000,0","-","-","-"
"15/03/2024 - 20:00:00","1009,3","1000,0","-","-","-"
"15/03/2024 - 21:00:00","1007,9","998,6","-","0","-"
"15/03/2024 - 21:35:00","1007,9","998,6","-","-","-"
"15/03/2024 - 22:00:00","1008,0","998,7","-","-","-"
"16/03/2024 - 09:00:00","1006,5","997,2","1006,3","5","-"
"16/03/2024 - 10:00:00","1005,5","996,2","-","-","-"
"16/03/2024 - 10:20:00","1005,1","995,8","-","-","-"
"16/03/2024 - 11:00:00","1005,5","996,2","-","-","-"
"16/03/2024 - 11:36:00","1008,2","998,9","-","-","-"
"16/03/2024 - 12:00:00","1009,3","1000,0","1009,1","3","-"
"16/03/2024 - 12:04:00","1009,7","1000,4","-","-","-"
"16/03/2024 - 12:37:00","1009,4","1000,1","-","-","-"
"16/03/2024 - 13:00:00","1008,6","999,3","-","-","-"
"16/03/2024 - 13:10:00","1007,8","998,5","-","-","-"
"16/03/2024 - 14:00:00","1008,3","999,0","-","-","-"
"16/03/2024 - 15:00:00","1007,8","998,5","1007,5","7","-"
"16/03/2024 - 16:00:00","1007,5","998,2","-","-","-"
"16/03/2024 - 16:47:00","1008,9","999,6","-","-","-"
"16/03/2024 - 17:00:00","1008,7","999,4","-","-","-"
"16/03/2024 - 17:47:00","1006,3","997,0","-","-","-"
"16/03/2024 - 18:00:00","1006,0","996,7","1005,7","8","-"
"16/03/2024 - 19:00:00","1006,3","997,0","-","-","-"
"16/03/2024 - 19:33:00","1006,6","997,3","-","-","-"
"16/03/2024 - 20:00:00","1007,5","998,2","-","-","-"
"16/03/2024 - 21:00:00","1007,2","997,9","1007,0","1","-"
"16/03/2024 - 22:00:00","1006,8","997,5","-","-","-"
"17/03/2024 - 09:00:00","1009,9","1000,6","1009,7","0","-"
"17/03/2024 - 09:39:00","1010,3","1001,0","-","-","-"
"17/03/2024 - 10:00:00","1010,5","1001,2","-","-","-"
"17/03/2024 - 11:00:00","1010,8","1001,5","-","-","-"
"17/03/2024 - 12:00:00","1011,5","1002,2","1011,3","3","-"
"17/03/2024 - 12:09:00","1011,3","1002,0","-","-","-"
"17/03/2024 - 13:00:00","1012,3","1003,0","-","-","-"
"17/03/2024 - 14:00:00","1012,7","1003,4","-","-","-"
"17/03/2024 - 15:00:00","1012,6","1003,3","1012,3","1","-"
"17/03/2024 - 16:00:00","1011,7","1002,4","-","-","-"
"17/03/2024 - 17:00:00","1011,3","1002,0","-","-","-"
"17/03/2024 - 18:00:00","1010,5","1001,2","1010,2","7","-"
"17/03/2024 - 19:00:00","1010,2","1000,9","-","-","-"
"17/03/2024 - 20:00:00","1009,9","1000,6","-","-","-"
"17/03/2024 - 21:00:00","1009,1","999,8","1008,8","7","-"
"17/03/2024 - 22:00:00","1009,0","999,7","-","-","-"
"18/03/2024 - 09:00:00","1009,3","1000,0","1009,0","6","-"
"18/03/2024 - 10:00:00","1009,4","1000,1","-","-","-"
"18/03/2024 - 11:00:00","1009,8","1000,5","-","-","-"
"18/03/2024 - 12:00:00","1010,1","1000,8","1009,8","2","-"
"18/03/2024 - 13:00:00","1010,6","1001,3","-","-","-"
"18/03/2024 - 15:00:00","1010,1","1000,8","1009,8","8","-"
"18/03/2024 - 16:00:00","1009,4","1000,1","-","-","-"
"18/03/2024 - 17:00:00","1009,2","999,9","-","-","-"
"18/03/2024 - 18:00:00","1008,2","998,9","1007,9","7","-"
"18/03/2024 - 20:00:00","1007,9","998,6","-","-","-"
"18/03/2024 - 21:00:00","1007,6","998,3","1007,3","1","-"
"18/03/2024 - 22:00:00","1007,1","997,8","-","-","-"
"19/03/2024 - 09:00:00","1007,9","998,6","1007,6","3","-"
"19/03/2024 - 10:00:00","1008,3","999,0","-","-","-"
"19/03/2024 - 10:22:00","1009,3","1000,0","-","-","-"
"19/03/2024 - 11:00:00","1009,3","1000,0","-","-","-"
"19/03/2024 - 12:00:00","1010,3","1001,0","1010,0","2","-"
"19/03/2024 - 13:00:00","1009,9","1000,6","-","-","-"
"19/03/2024 - 14:00:00","1010,3","1001,0","-","-","-"
"19/03/2024 - 15:00:00","1010,5","1001,2","1010,2","2","-"
"19/03/2024 - 16:00:00","1009,9","1000,6","-","-","-"
"19/03/2024 - 17:00:00","1008,9","999,6","-","-","-"
"19/03/2024 - 18:00:00","1008,2","998,9","1007,9","7","-"
"19/03/2024 - 18:29:00","1007,2","997,9","-","-","-"
"19/03/2024 - 19:00:00","1006,8","997,5","-","-","-"
"19/03/2024 - 20:00:00","1006,1","996,8","-","-","-"
"19/03/2024 - 21:00:00","1005,5","996,2","1005,2","7","-"
"19/03/2024 - 22:00:00","1005,1","995,8","-","-","-"
